SUB_DISTRICT,TYPE,STATE,CENSUS_CODE_2001,NAME,DISTRICT
Rajkot,Village,Gujarat,2409000600655600,Vejagam,Rajkot
Jetpur Pavi,Village,Gujarat,2419000401375200,Jivanpura,Vadodara
Okhamandal,Village,Gujarat,2410000100707100,Varavala,Jamnagar
Botad,Village,Gujarat,2414000100964300,Mota Chhaida,Bhavnagar
Vaghodia,Town,Gujarat,2419000341911000,Vaghodia INA,Vadodara
Jambughoda,Village,Gujarat,2417001101260600,Kolva,Panch Mahals
Chhota Udaipur,Village,Gujarat,2419000501397700,Ghelvant,Vadodara
Jamnagar,Village,Gujarat,2410000300730500,Chandraga,Jamnagar
Chhota Udaipur,Village,Gujarat,2419000501397200,Dharmaj,Vadodara
Jetpur Pavi,Village,Gujarat,2419000401375600,Dhorivav,Vadodara
Jambughoda,Village,Gujarat,2417001101261100,Haveli,Panch Mahals
Rajkot,Village,Gujarat,2409000600656600,Kherdi,Rajkot
Sayla,Village,Gujarat,2408000800609600,Kaswali,Surendranagar
Khambhalia,Village,Gujarat,2410000200720500,Ajad Tapu,Jamnagar
Paddhari,Village,Gujarat,2409000500652100,Hidad,Rajkot
Rajkot,Village,Gujarat,2409000600656200,Barvan,Rajkot
Lalpur,Village,Gujarat,2410000700752600,Lakhiya Mota,Jamnagar
Botad,Village,Gujarat,2414000100964800,Piparadi,Bhavnagar
Lalpur,Village,Gujarat,2410000700753300,Haripar,Jamnagar
Padra,Village,Gujarat,2419001001464900,Jaspur,Vadodara
Jambughoda,Village,Gujarat,2417001101261200,Padideri,Panch Mahals
Rajkot,Village,Gujarat,2409000600656700,Amargadh,Rajkot
Jambughoda,Village,Gujarat,2417001101261500,Duma,Panch Mahals
Vaghodia,Village,Gujarat,2419000301360100,Moti Manekpur,Vadodara
Kalavad,Village,Gujarat,2410000600743500,Mota Vadala,Jamnagar
Sankheda,Village,Gujarat,2419000801436100,Bamkui,Vadodara
Sankheda,Village,Gujarat,2419000801436200,Morakhala,Vadodara
Botad,Village,Gujarat,2414000100964900,Pipaliya,Bhavnagar
Chhota Udaipur,Village,Gujarat,2419000501397300,Harvant,Vadodara
Dhandhuka,Village,Gujarat,2407001100552100,Unchdi,Ahmadabad
Jambughoda,Village,Gujarat,2417001101260900,Masabar,Panch Mahals
Borsad,Village,Gujarat,2415000701075300,Dahewan,Anand
Dhandhuka,Village,Gujarat,2407001100553200,Kadipur,Ahmadabad
Vadodara,Village,Gujarat,2419000201347600,Mahapura,Vadodara
Chotila,Village,Gujarat,2408000700599400,Dakvadla,Surendranagar
Chotila,Village,Gujarat,2408000700600300,Gadhechi,Surendranagar
Kalavad,Village,Gujarat,2410000600743200,Satiya,Jamnagar
Lalpur,Village,Gujarat,2410000700752800,Setalus,Jamnagar
Dhandhuka,Village,Gujarat,2407001100552300,Tagadi,Ahmadabad
Chhota Udaipur,Village,Gujarat,2419000501398000,Gabadiya,Vadodara
Jetpur Pavi,Village,Gujarat,2419000401374600,Ambadi,Vadodara
Jamnagar,Village,Gujarat,2410000300730700,Vagadiya,Jamnagar
Vaghodia,Village,Gujarat,2419000301360500,Vasvel,Vadodara
Vaghodia,Village,Gujarat,2419000301360400,Saidal,Vadodara
Jamnagar,Village,Gujarat,2410000300730600,Vaniyagam,Jamnagar
Jamnagar,Village,Gujarat,2410000300730400,Dhandha,Jamnagar
Borsad,Village,Gujarat,2415000701074800,Kathana,Anand
Paddhari,Village,Gujarat,2409000500652700,Ishvariya,Rajkot
Jambughoda,Village,Gujarat,2417001101260800,Khodsal,Panch Mahals
Chhota Udaipur,Village,Gujarat,2419000501397500,Padharvant,Vadodara
Sankheda,Village,Gujarat,2419000801436300,Ratanpur (Thana),Vadodara
Jambughoda,Village,Gujarat,2417001101261400,Uchet,Panch Mahals
Anklav,Village,Gujarat,2415000801078700,Bamangam,Anand
Okhamandal,Village,Gujarat,2410000100706700,Mulvasar,Jamnagar
Vaghodia,Village,Gujarat,2419000301359700,Timbi,Vadodara
Botad,Village,Gujarat,2414000100964200,Gadhadiya,Bhavnagar
Dhandhuka,Village,Gujarat,2407001100553000,Gorasu,Ahmadabad
Borsad,Village,Gujarat,2415000701075400,Salol,Anand
Borsad,Village,Gujarat,2415000701074700,Gorva,Anand
Chhota Udaipur,Village,Gujarat,2419000501397900,Juna Udaipur,Vadodara
Jambughoda,Village,Gujarat,2417001101261000,Deval Faliya,Panch Mahals
Jetpur Pavi,Village,Gujarat,2419000401375700,Jabugam,Vadodara
Kalavad,Village,Gujarat,2410000600742100,Sarapadar,Jamnagar
Anklav,Village,Gujarat,2415000801078400,Narpura,Anand
Chotila,Village,Gujarat,2408000700599300,Kabran,Surendranagar
Chotila,Village,Gujarat,2408000700600100,Sanosara,Surendranagar
Chhota Udaipur,Village,Gujarat,2419000501397600,Oliamba,Vadodara
Vaghodia,Village,Gujarat,2419000301361300,Amodar,Vadodara
Jetpur Pavi,Village,Gujarat,2419000401376800,Tokarva,Vadodara
Chotila,Village,Gujarat,2408000700600200,Mevasa (Sanosara),Surendranagar
Padra,Village,Gujarat,2419001001464800,Mahmadpura,Vadodara
Vadodara,Village,Gujarat,2419000201347400,Hinglot,Vadodara
Padra,Village,Gujarat,2419001001465700,Dabka,Vadodara
Paddhari,Village,Gujarat,2409000500652200,Domda Bhayuna,Rajkot
Sayla,Village,Gujarat,2408000800609500,Nana Matra,Surendranagar
Jambughoda,Village,Gujarat,2417001101261700,Khandivav,Panch Mahals
Ranpur,Village,Gujarat,2407000900543800,Bubavav,Ahmadabad
Paddhari,Village,Gujarat,2409000500652600,Amreli,Rajkot
Khambhalia,Village,Gujarat,2410000200714000,Vadaliya Sinhan,Jamnagar
Vaghodia,Village,Gujarat,2419000301361900,Limda,Vadodara
Vaghodia,Village,Gujarat,2419000301360800,Dankheda,Vadodara
Chhota Udaipur,Village,Gujarat,2419000501398200,Nalej,Vadodara
Lodhika,Village,Gujarat,2409000700661400,Dhudiya Domda,Rajkot
Anklav,Village,Gujarat,2415000801078500,Devapura,Anand
Sankheda,Village,Gujarat,2419000801436600,Rajkherva,Vadodara
Lalpur,Village,Gujarat,2410000700753200,Pipartoda,Jamnagar
Botad,Village,Gujarat,2414000100965000,Ratanpar,Bhavnagar
Okhamandal,Village,Gujarat,2410000100706800,Dhrasan Vel,Jamnagar
Kalyanpur,Village,Gujarat,2410000800764900,Janvar (Kado),Jamnagar
Vaghodia,Village,Gujarat,2419000301361100,Kamlapura,Vadodara
Vaghodia,Village,Gujarat,2419000301361000,Dattapura,Vadodara
Jambughoda,Village,Gujarat,2417001101261300,Khuntiya,Panch Mahals
Dhandhuka,Village,Gujarat,2407001100552200,Pipal,Ahmadabad
Jetpur Pavi,Village,Gujarat,2419000401376700,Muldhar,Vadodara
Khambhalia,Village,Gujarat,2410000200712800,Sodasala,Jamnagar
Vaghodia,Village,Gujarat,2419000301360300,Koba,Vadodara
Vaghodia,Village,Gujarat,2419000301360200,Nani Manekpur,Vadodara
Vadodara,Village,Gujarat,2419000201348100,Bhayli,Vadodara
Paddhari,Village,Gujarat,2409000500652400,Intala Nana,Rajkot
Sankheda,Village,Gujarat,2419000801436400,Kathmandva,Vadodara
Lodhika,Village,Gujarat,2409000700661300,Und Khijadiya,Rajkot
Sayla,Village,Gujarat,2408000800609700,Goraiya,Surendranagar
Sankheda,Village,Gujarat,2419000801436800,Kherva,Vadodara
Kalyanpur,Village,Gujarat,2410000800758600,Asota Mota,Jamnagar
Vaghodia,Village,Gujarat,2419000301361500,Pipaliya,Vadodara
Kalavad,Village,Gujarat,2410000600743100,Vodisang,Jamnagar
Rajkot,Village,Gujarat,2409000600656400,Jamgadh,Rajkot
Jetpur Pavi,Village,Gujarat,2419000401374500,Chudel,Vadodara
Ranpur,Village,Gujarat,2407000900543600,Moti Vavdi,Ahmadabad
Rajkot,Village,Gujarat,2409000600656500,Rafala,Rajkot
Kalavad,Village,Gujarat,2410000600743400,Juvanpur,Jamnagar
Vadodara,Village,Gujarat,2419000201348200,Raypura,Vadodara
Kalavad,Village,Gujarat,2410000600742800,Nagpur,Jamnagar
Chotila,Village,Gujarat,2408000700600000,Mahidad,Surendranagar
Vaghodia,Village,Gujarat,2419000301360900,Tavra,Vadodara
Dhandhuka,Village,Gujarat,2407001100552500,Bhalgamda,Ahmadabad
Sankheda,Village,Gujarat,2419000801436000,Pachisgam,Vadodara
Vaghodia,Village,Gujarat,2419000301360600,Chandpur,Vadodara
Lodhika,Village,Gujarat,2409000700661600,Pambhar Intala,Rajkot
Dhandhuka,Village,Gujarat,2407001100553300,Gogla,Ahmadabad
Vaghodia,Village,Gujarat,2419000301361400,Pavlepur,Vadodara
Vadodara,Village,Gujarat,2419000201348000,Khatamba,Vadodara
Chhota Udaipur,Village,Gujarat,2419000501398300,Bopa,Vadodara
Lalpur,Village,Gujarat,2410000700753500,Sevak Dhuniya,Jamnagar
Lalpur,Village,Gujarat,2410000700753900,Modpar,Jamnagar
Chhota Udaipur,Village,Gujarat,2419000501398100,Manka (Chhota Udaipur),Vadodara
Vaghodia,Village,Gujarat,2419000301362600,Rustampura,Vadodara
Rajkot,Village,Gujarat,2409000600656300,Chanchadiya,Rajkot
Jetpur Pavi,Village,Gujarat,2419000401375800,Baravad,Vadodara
Anklav,Village,Gujarat,2415000801078600,Gambhira,Anand
Khambhalia,Village,Gujarat,2410000200712700,Kotha Visotri,Jamnagar
Chotila,Village,Gujarat,2408000700599900,Bhojpara,Surendranagar
Sankheda,Village,Gujarat,2419000801436700,Ali Kherva,Vadodara
Botad,Village,Gujarat,2414000100965200,Sankardi,Bhavnagar
Chhota Udaipur,Village,Gujarat,2419000501398400,Chokdi,Vadodara
Botad,Village,Gujarat,2414000100964000,Nani Virva,Bhavnagar
Jambughoda,Village,Gujarat,2417001101261600,Dhanakiya,Panch Mahals
Khambhalia,Village,Gujarat,2410000200714700,Beh,Jamnagar
Jetpur Pavi,Village,Gujarat,2419000401377000,Simaliya,Vadodara
Jasdan,Village,Gujarat,2409000900670100,Mota Matra,Rajkot
Chotila,Village,Gujarat,2408000700600500,Sukhsar,Surendranagar
Sankheda,Village,Gujarat,2419000801436500,Navapura,Vadodara
Khambhat,Village,Gujarat,2415000601069000,Khadodhi,Anand
Okhamandal,Village,Gujarat,2410000100706600,Aniari,Jamnagar
Lalpur,Village,Gujarat,2410000700752700,Rangpar,Jamnagar
Kalavad,Village,Gujarat,2410000600743600,Bhimanugam,Jamnagar
Vaghodia,Village,Gujarat,2419000301360700,Ambali,Vadodara
Borsad,Village,Gujarat,2415000701075000,Kalu,Anand
Chotila,Village,Gujarat,2408000700599600,Fulzar,Surendranagar
Lalpur,Village,Gujarat,2410000700753700,Machhu Beraja,Jamnagar
Jetpur Pavi,Village,Gujarat,2419000401376600,Polanpur,Vadodara
Lodhika,Village,Gujarat,2409000700661700,Haripar Pal,Rajkot
Borsad,Village,Gujarat,2415000701074900,Dali,Anand
Lodhika,Village,Gujarat,2409000700662000,Nagar Pipaliya,Rajkot
Sayla,Village,Gujarat,2408000800609800,Gangajal,Surendranagar
Khambhat,Village,Gujarat,2415000601068900,Rajpur,Anand
Jetpur Pavi,Village,Gujarat,2419000401374400,Tamboliya,Vadodara
Chhota Udaipur,Village,Gujarat,2419000501398500,Bhensa,Vadodara
Rajkot,Village,Gujarat,2409000600657300,Bedla,Rajkot
Jetpur Pavi,Village,Gujarat,2419000401376900,Chachak,Vadodara
Lalpur,Village,Gujarat,2410000700755000,Karana,Jamnagar
Okhamandal,Village,Gujarat,2410000100706900,Tobar,Jamnagar
Borsad,Village,Gujarat,2415000701075500,Gajana,Anand
Sankheda,Village,Gujarat,2419000801436900,Zankharpura,Vadodara
Chotila,Village,Gujarat,2408000700599800,Bhojpari,Surendranagar
Sayla,Village,Gujarat,2408000800609300,Shekhdod,Surendranagar
Vadodara,Town,Gujarat,2419000241910000,Tarsali,Vadodara
Khambhalia,Village,Gujarat,2410000200714300,Danta,Jamnagar
Sankheda,Village,Gujarat,2419000801437500,Sanoli,Vadodara
Dhandhuka,Village,Gujarat,2407001100552700,Akru,Ahmadabad
Khambhalia,Village,Gujarat,2410000200714400,Kabar Visotri,Jamnagar
Chhota Udaipur,Village,Gujarat,2419000501398700,Piplej,Vadodara
Botad,Village,Gujarat,2414000100965100,Nana Paliyad,Bhavnagar
Chhota Udaipur,Village,Gujarat,2419000501398800,Ganthiya,Vadodara
Kalavad,Village,Gujarat,2410000600742200,Beraja,Jamnagar
Rajkot,Village,Gujarat,2409000600657100,Thebachda,Rajkot
Kalyanpur,Village,Gujarat,2410000800758500,Virpur,Jamnagar
Sankheda,Village,Gujarat,2419000801437100,Samdhi,Vadodara
Chotila,Village,Gujarat,2408000700600700,Chobari,Surendranagar
Ranpur,Village,Gujarat,2407000900544000,Kundli,Ahmadabad
Sankheda,Village,Gujarat,2419000801437300,Kundiuncha Kalam,Vadodara
Ranpur,Village,Gujarat,2407000900543700,Nani Vavdi,Ahmadabad
Chotila,Village,Gujarat,2408000700599700,Gunda,Surendranagar
Khambhalia,Village,Gujarat,2410000200714800,Nana Ashota,Jamnagar
Paddhari,Village,Gujarat,2409000500652500,Nanavada,Rajkot
Padra,Village,Gujarat,2419001001465300,Umaraya,Vadodara
Kalavad,Village,Gujarat,2410000600742600,Banga,Jamnagar
Sankheda,Village,Gujarat,2419000801437000,Salpura,Vadodara
Jetpur Pavi,Village,Gujarat,2419000401374300,Sengpur,Vadodara
Jetpur Pavi,Village,Gujarat,2419000401377400,Khadakla,Vadodara
Lalpur,Village,Gujarat,2410000700753800,Sevak Bharudiya,Jamnagar
Vaghodia,Village,Gujarat,2419000301362300,Gugalpur,Vadodara
Sankheda,Village,Gujarat,2419000801438500,Bamroli,Vadodara
Botad,Village,Gujarat,2414000100964100,Moti Virva,Bhavnagar
Chotila,Village,Gujarat,2408000700599500,Salkhada,Surendranagar
Sankheda,Village,Gujarat,2419000801437200,Garol,Vadodara
Jetpur Pavi,Village,Gujarat,2419000401376500,Khandiyakuva,Vadodara
Vaghodia,Village,Gujarat,2419000301362400,Khervadi,Vadodara
Ranpur,Village,Gujarat,2407000900544600,Vejalka,Ahmadabad
Botad,Village,Gujarat,2414000100965500,Paliyad,Bhavnagar
Sankheda,Village,Gujarat,2419000801437400,Laved,Vadodara
Vaghodia,Village,Gujarat,2419000301362200,Vejalpur,Vadodara
Chotila,Village,Gujarat,2408000700600400,Chiroda (Sanosara,Surendranagar
Vadodara,Village,Gujarat,2419000201348600,Shankarpura,Vadodara
Rajkot,Village,Gujarat,2409000600656900,Thorala,Rajkot
Sayla,Village,Gujarat,2408000800609900,Samadhiyala,Surendranagar
Sankheda,Town,Gujarat,2419000841913000,Bodeli,Vadodara
Dhandhuka,Village,Gujarat,2407001100552000,Chandarva,Ahmadabad
Jetpur Pavi,Village,Gujarat,2419000401375900,Harakhpur,Vadodara
Paddhari,Village,Gujarat,2409000500652300,Sagaliya Nana,Rajkot
Vaghodia,Village,Gujarat,2419000301361800,Ropa,Vadodara
Vaghodia,Village,Gujarat,2419000301362500,Kachhota,Vadodara
Botad,Village,Gujarat,2414000100965400,Babarkot,Bhavnagar
Sankheda,Village,Gujarat,2419000801437700,Khokhariveri,Vadodara
Sankheda,Village,Gujarat,2419000801437600,Fata,Vadodara
Vaghodia,Village,Gujarat,2419000301362000,Madheli,Vadodara
Rajkot,Village,Gujarat,2409000600657000,Mahika,Rajkot
Okhamandal,Town,Gujarat,2410000141005000,Dwarka,Jamnagar
Ranpur,Village,Gujarat,2407000900544300,Khas,Ahmadabad
Vaghodia,Village,Gujarat,2419000301363100,Vyara,Vadodara
Jasdan,Village,Gujarat,2409000900669900,Moti Lakhavad,Rajkot
Ranpur,Village,Gujarat,2407000900543900,Panvi,Ahmadabad
Dhandhuka,Village,Gujarat,2407001100552400,Parabdi,Ahmadabad
Vadodara,Village,Gujarat,2419000201349600,Tatarpura,Vadodara
Sankheda,Village,Gujarat,2419000801438400,Patna,Vadodara
Lalpur,Village,Gujarat,2410000700753600,Dabasang,Jamnagar
Lodhika,Village,Gujarat,2409000700661900,Motavada,Rajkot
Jetpur Pavi,Village,Gujarat,2419000401377300,Vaddhari,Vadodara
Jetpur Pavi,Village,Gujarat,2419000401376000,Kohivav,Vadodara
Vaghodia,Village,Gujarat,2419000301361600,Umarva,Vadodara
Jetpur Pavi,Village,Gujarat,2419000401377600,Gaidiya,Vadodara
Lodhika,Village,Gujarat,2409000700661800,Rataiya,Rajkot
Padra,Village,Gujarat,2419001001465600,Sultanpura,Vadodara
Ranpur,Village,Gujarat,2407000900544500,Jalila,Ahmadabad
Vaghodia,Village,Gujarat,2419000301362700,Ghoda,Vadodara
Borsad,Village,Gujarat,2415000701075200,Kankapura,Anand
Jetpur Pavi,Village,Gujarat,2419000401377200,Vanta,Vadodara
Kalavad,Village,Gujarat,2410000600743000,Haripar (Khandhera),Jamnagar
Jasdan,Village,Gujarat,2409000900669500,Dhedhuki,Rajkot
Vadodara,Village,Gujarat,2419000201348700,Jobantekri,Vadodara
Kalavad,Village,Gujarat,2410000600742300,Nani Bhalsan,Jamnagar
Padra,Village,Gujarat,2419001001465100,Tajpura,Vadodara
Borsad,Village,Gujarat,2415000701075100,Badalpur,Anand
Jasdan,Village,Gujarat,2409000900669700,Chhasiya,Rajkot
Jetpur Pavi,Village,Gujarat,2419000401377100,Tadkachhala,Vadodara
Lalpur,Village,Gujarat,2410000700754700,Memana,Jamnagar
Dhandhuka,Village,Gujarat,2407001100552900,Cher,Ahmadabad
Sankheda,Village,Gujarat,2419000801437800,Malu,Vadodara
Jetpur Pavi,Village,Gujarat,2419000401377500,Vadatalav,Vadodara
Barwala,Village,Gujarat,2407001000545100,Jharvaliya,Ahmadabad
Rajkot,Village,Gujarat,2409000600657200,Gadhka,Rajkot
Padra,Village,Gujarat,2419001001465200,Luna,Vadodara
Vaghodia,Village,Gujarat,2419000301361700,Mastupura,Vadodara
Sankheda,Village,Gujarat,2419000801438300,Pitha,Vadodara
Vadodara,Village,Gujarat,2419000201348300,Gokalpura,Vadodara
Kalavad,Village,Gujarat,2410000600743700,Virvav,Jamnagar
Sankheda,Village,Gujarat,2419000801439800,Kavitha,Vadodara
Khambhalia,Village,Gujarat,2410000200714100,Sakhpar,Jamnagar
Padra,Village,Gujarat,2419001001466000,Tithor,Vadodara
Barwala,Village,Gujarat,2407001000545200,Polarpur,Ahmadabad
Botad,Village,Gujarat,2414000100965700,Sarva,Bhavnagar
Botad,Village,Gujarat,2414000100965300,Kaniyad,Bhavnagar
Kalavad,Village,Gujarat,2410000600744800,Nani Vavdi,Jamnagar
Rajkot,Village,Gujarat,2409000600656800,Vajdi (Virda),Rajkot
Padra,Village,Gujarat,2419001001465000,Sangma,Vadodara
Lalpur,Village,Gujarat,2410000700753400,Sevak Bhatiya,Jamnagar
Sankheda,Village,Gujarat,2419000801438800,Modasar,Vadodara
Padra,Village,Gujarat,2419001001465400,Ekalbara,Vadodara
Okhamandal,Village,Gujarat,2410000100707200,Nana Bhavda,Jamnagar
Kalavad,Village,Gujarat,2410000600745300,Pata Meghpar,Jamnagar
Sankheda,Village,Gujarat,2419000801438100,Kundi Tappe Bahadarpur,Vadodara
Sankheda,Village,Gujarat,2419000801438600,Kadila,Vadodara
Vadodara,Village,Gujarat,2419000201348800,Ratanpur,Vadodara
Jetpur Pavi,Village,Gujarat,2419000401376100,Vavdi,Vadodara
Vaghodia,Village,Gujarat,2419000301362800,Nurpuri,Vadodara
Dabhoi,Village,Gujarat,2419000901453600,Kunvarwada,Vadodara
Vadodara,Village,Gujarat,2419000201348500,Bil,Vadodara
Lodhika,Village,Gujarat,2409000700662400,Vajdi (Vad),Rajkot
Rajkot,Village,Gujarat,2409000600657400,Fadadang,Rajkot
Jetpur Pavi,Village,Gujarat,2419000401376400,Ratanpur,Vadodara
Khambhalia,Village,Gujarat,2410000200714200,Nagada,Jamnagar
Chhota Udaipur,Village,Gujarat,2419000501398600,Gondariya,Vadodara
Sankheda,Village,Gujarat,2419000801438700,Dhokaliya,Vadodara
Padra,Village,Gujarat,2419001001465900,Chokari,Vadodara
Sankheda,Village,Gujarat,2419000801438000,Dormar,Vadodara
Chotila,Village,Gujarat,2408000700600600,Rampara (Chobari),Surendranagar
Sankheda,Village,Gujarat,2419000801438200,Surya,Vadodara
Vaghodia,Village,Gujarat,2419000301362900,Tarsva,Vadodara
Jetpur Pavi,Village,Gujarat,2419000401377700,Sakhandra,Vadodara
Sankheda,Village,Gujarat,2419000801437900,Kandevar,Vadodara
Vaghodia,Village,Gujarat,2419000301363200,Falod,Vadodara
Jetpur Pavi,Village,Gujarat,2419000401378000,Bordha,Vadodara
Okhamandal,Village,Gujarat,2410000100707300,Mota Bhavda,Jamnagar
Khambhalia,Village,Gujarat,2410000200714500,Samor,Jamnagar
Kalavad,Village,Gujarat,2410000600742900,Golaniya,Jamnagar
Dhandhuka,Village,Gujarat,2407001100553600,Dholera,Ahmadabad
Vadodara,Village,Gujarat,2419000201348400,Samiyala,Vadodara
Jasdan,Village,Gujarat,2409000900670000,Kharachiya Jas,Rajkot
Kalavad,Village,Gujarat,2410000600742700,Dudhala,Jamnagar
Khambhat,Village,Gujarat,2415000601069100,Haripura,Anand
Kalyanpur,Village,Gujarat,2410000800758400,Pindara,Jamnagar
Okhamandal,Village,Gujarat,2410000100707400,Tupani,Jamnagar
Sankheda,Village,Gujarat,2419000801439300,Jojva,Vadodara
Jetpur Pavi,Village,Gujarat,2419000401376300,Chhotanagar,Vadodara
Vadodara,Village,Gujarat,2419000201350000,Kelanpur,Vadodara
Jetpur Pavi,Village,Gujarat,2419000401379000,Dharoliya (Sakhandra),Vadodara
Padra,Town,Gujarat,2419001041915000,Padra,Vadodara
Sankheda,Village,Gujarat,2419000801438900,Ajali,Vadodara
Vadodara,Village,Gujarat,2419000201348900,Vadadla,Vadodara
Sankheda,Village,Gujarat,2419000801439000,Alhadpura,Vadodara
Barwala,Village,Gujarat,2407001000545000,Khadsaliya,Ahmadabad
Chotila,Village,Gujarat,2408000700600900,Tajpar,Surendranagar
Chotila,Village,Gujarat,2408000700600800,Sakhpar,Surendranagar
Kalavad,Village,Gujarat,2410000600743800,Nana Badanpar,Jamnagar
Padra,Village,Gujarat,2419001001465500,Mujpur,Vadodara
Kalavad,Village,Gujarat,2410000600742400,Dungrani Devaliya,Jamnagar
Dabhoi,Village,Gujarat,2419000901453700,Vanadra,Vadodara
Lalpur,Village,Gujarat,2410000700754300,Rafudad Moti,Jamnagar
Jasdan,Village,Gujarat,2409000900670200,Vangadhara,Rajkot
Chotila,Village,Gujarat,2408000700601100,Jivapar (Anandpur,Surendranagar
Chotila,Village,Gujarat,2408000700601000,Rupavati (Anandpu,Surendranagar
Ranpur,Village,Gujarat,2407000900544400,Bagad,Ahmadabad
Sankheda,Village,Gujarat,2419000801441300,Saniyadari,Vadodara
Padra,Village,Gujarat,2419001001466200,Karkhadi,Vadodara
Padra,Village,Gujarat,2419001001466800,Dabhasa,Vadodara
Chhota Udaipur,Village,Gujarat,2419000501398900,Singla,Vadodara
Khambhalia,Village,Gujarat,2410000200715400,Harshadpur,Jamnagar
Kalavad,Village,Gujarat,2410000600744900,Jivapar,Jamnagar
Kalavad,Village,Gujarat,2410000600745000,Bava Khakhariya,Jamnagar
Sayla,Village,Gujarat,2408000800609200,Ori,Surendranagar
Khambhalia,Village,Gujarat,2410000200715000,Zakasiya,Jamnagar
Rajkot,Village,Gujarat,2409000600657500,Deroi,Rajkot
Khambhalia,Village,Gujarat,2410000200715600,Kanchanpur,Jamnagar
Khambhalia,Village,Gujarat,2410000200715700,Sinhan Kakabhai,Jamnagar
Jasdan,Village,Gujarat,2409000900669400,Raningpar,Rajkot
Botad,Village,Gujarat,2414000100965600,Kumbhara,Bhavnagar
Kalyanpur,Village,Gujarat,2410000800758900,Mevasa,Jamnagar
Lodhika,Village,Gujarat,2409000700662200,Khirsara (Ranmal,Rajkot
Sankheda,Village,Gujarat,2419000801439100,Mankani,Vadodara
Lalpur,Village,Gujarat,2410000700754600,Arikhana,Jamnagar
Rajkot,Village,Gujarat,2409000600657800,Kalipat,Rajkot
Vadodara,Village,Gujarat,2419000201349700,Sultanpura,Vadodara
Rajkot,Village,Gujarat,2409000600658000,Kothariya (Part),Rajkot
Jetpur Pavi,Village,Gujarat,2419000401377800,Devmori,Vadodara
Sankheda,Village,Gujarat,2419000801441200,Vaniyadri,Vadodara
Jetpur Pavi,Village,Gujarat,2419000401376200,Majigam,Vadodara
Lodhika,Village,Gujarat,2409000700662300,Metoda,Rajkot
Khambhalia,Village,Gujarat,2410000200715500,Haripar,Jamnagar
Jasdan,Village,Gujarat,2409000900669800,Mota Hadmatiya,Rajkot
Khambhalia,Village,Gujarat,2410000200715200,Hansthal,Jamnagar
Jetpur Pavi,Village,Gujarat,2419000401378100,Degla,Vadodara
Khambhalia,Village,Gujarat,2410000200716000,Dharampur,Jamnagar
Khambhat,Village,Gujarat,2415000601069200,Dhuvaran,Anand
Dabhoi,Village,Gujarat,2419000901453500,Saguwada,Vadodara
Rajkot,Village,Gujarat,2409000600657700,Kasturbadham,Rajkot
Ranpur,Village,Gujarat,2407000900544200,Alau,Ahmadabad
Barwala,Village,Gujarat,2407001000545300,Chokdi,Ahmadabad
Vaghodia,Village,Gujarat,2419000301363000,Jambuwada,Vadodara
Lalpur,Village,Gujarat,2410000700754900,Gala,Jamnagar
Sankheda,Village,Gujarat,2419000801440000,Kasumbiya,Vadodara
Lodhika,Village,Gujarat,2409000700662100,Devla,Rajkot
Lalpur,Village,Gujarat,2410000700754400,Gajana,Jamnagar
Kalavad,Village,Gujarat,2410000600745200,Navania Khakhariya,Jamnagar
Kavant,Village,Gujarat,2419000601399300,Sinhada,Vadodara
Lalpur,Village,Gujarat,2410000700754800,Khengarpar,Jamnagar
Lalpur,Village,Gujarat,2410000700754500,Mulila,Jamnagar
Vadodara,Village,Gujarat,2419000201349500,Navapura,Vadodara
Rajkot,Village,Gujarat,2409000600658100,Kankot,Rajkot
Kavant,Village,Gujarat,2419000601399400,Palasda,Vadodara
Sankheda,Village,Gujarat,2419000801439200,Pichhuwada,Vadodara
Jetpur Pavi,Village,Gujarat,2419000401377900,Gajra,Vadodara
Lalpur,Village,Gujarat,2410000700754200,Daltungi,Jamnagar
Jasdan,Village,Gujarat,2409000900669200,Boghravadar,Rajkot
Padra,Village,Gujarat,2419001001466900,Sokhdakhurd,Vadodara
Dabhoi,Village,Gujarat,2419000901453400,Malharpura,Vadodara
Barwala,Village,Gujarat,2407001000545400,Nabhoi,Ahmadabad
Khambhalia,Village,Gujarat,2410000200714900,Beraja,Jamnagar
Kalavad,Village,Gujarat,2410000600745100,Bhayu Khakhariya,Jamnagar
Padra,Village,Gujarat,2419001001465800,Pavda,Vadodara
Sankheda,Village,Gujarat,2419000801439600,Undi,Vadodara
Lalpur,Village,Gujarat,2410000700754000,Jasapar,Jamnagar
Chotila,Village,Gujarat,2408000700601200,Ankadiya,Surendranagar
Jasdan,Village,Gujarat,2409000900669300,Ranjitgadh,Rajkot
Jetpur Pavi,Village,Gujarat,2419000401378900,Vantada,Vadodara
Botad,Village,Gujarat,2414000100965900,Targhara,Bhavnagar
Jasdan,Village,Gujarat,2409000900670400,Vinchhiya,Rajkot
Vadodara,Village,Gujarat,2419000201349300,Chikhodara,Vadodara
Barwala,Village,Gujarat,2407001000545500,Sodhi,Ahmadabad
Dhandhuka,Village,Gujarat,2407001100553700,Otariya,Ahmadabad
Rajkot,Village,Gujarat,2409000600657600,Dhandhni,Rajkot
Sankheda,Village,Gujarat,2419000801439900,Hareshwar,Vadodara
Padra,Village,Gujarat,2419001001466700,Mahuvad,Vadodara
